Common_Name,Family,Diameter_Breast_Height,Age_Description
Yellow Box,Myrtaceae,,
Sugar gum,Myrtaceae,,
London Plane,Platanaceae,27,Semi-Mature
River red gum,Myrtaceae,,
Yellow Box,Myrtaceae,,
Moreton Bay Fig,Moraceae,86,Mature
River red gum,Myrtaceae,,
Snow-in-Summer,Myrtaceae,52,Mature
Photinia,Rosaceae,15,Semi-Mature
Deodar,Pinaceae,3,New
Sweet Bursaria,Pittosporaceae,,
Elm,Ulmaceae,77,Mature
English Elm,Ulmaceae,104,Mature
Golden Wattle,Fabaceae,,
English Oak,Fagaceae,49,Semi-Mature
Pin Oak,Fagaceae,5,Juvenile
Yellow Box,Myrtaceae,28,Semi-Mature
Pin Oak,Fagaceae,13,Semi-Mature
River red gum,Myrtaceae,,
Drooping sheoak,Casuarinaceae,,
Black Wattle,Fabaceae,,
Elm,Ulmaceae,,
Monterey Cypress,Cupressaceae,,
River Sheoak,Casuarinaceae,35,Mature
Northern white-cedar,Cupressaceae,,
Grey Sheoak,Casuarinaceae,,
Chinaberry Tree,Meliaceae,,
Swamp Gum,Myrtaceae,,
Lightwood Wattle,Fabaceae,,
Golden Elm,Ulmaceae,39,Semi-Mature
Red Ash,Oleaceae,,
Pin Oak,Fagaceae,13,Juvenile
River red gum,Myrtaceae,,
Smooth-Leaved Elm,Ulmaceae,128,Mature
London Plane,Platanaceae,17,Semi-Mature
Ivy curl,Proteaceae,,
American pepper,Anacardiaceae,,
Trident maple,Sapindaceae,,
Crepe Myrtle,Lythraceae,3,Juvenile
Swamp Sheoak,Casuarinaceae,,
Golden Wattle,Fabaceae,,
Canary Island Date Palm,Arecaceae,0,Semi-Mature
Willow Bottlebrush,Myrtaceae,,
Swamp Sheoak,Casuarinaceae,,
Yellow Box,Myrtaceae,,
Drooping sheoak,Casuarinaceae,,
London Plane,Platanaceae,48,Mature
Chinese Pistachio,Anacardiaceae,,
River red gum,Myrtaceae,,
Boobialla,Scrophulariaceae,,
River red gum,Myrtaceae,,
Yellow Gum,Myrtaceae,,
 Prickly-leaved paperbark,Myrtaceae,,
Kurrajong,Malvaceae,,
Brush Box,Myrtaceae,29,Semi-Mature
Willow Bottlebrush,Myrtaceae,28,Semi-Mature
Stone Pine,Pinaceae,,
Callery Pear,Rosaceae,9,Juvenile
Red Box,Myrtaceae,20,Semi-Mature
Moreton Bay Fig,Moraceae,252,Mature
Ornamental Pear,Rosaceae,,
Elm,Ulmaceae,72,Mature
Firewheel Tree,Proteaceae,,
River Sheoak,Casuarinaceae,,
Olive,Oleaceae,,
Chinaberry Tree,Meliaceae,6,Juvenile
Brittle Gum,Myrtaceae,,
Drooping sheoak,Casuarinaceae,,
Lemon Scented Gum,Myrtaceae,27,Semi-Mature
Black She Oak,Casuarinaceae,,
Golden Ash,Oleaceae,32,Mature
Japanese Zelkova,Ulmaceae,,
Elm,Ulmaceae,69,Mature
Spotted Gum,Myrtaceae,,
Willow Leaf Peppermint,Myrtaceae,,
Moreton Bay Fig,Moraceae,3,New
English Elm,Ulmaceae,53,Mature
Drooping sheoak,Casuarinaceae,,
Ornamental Pear,Rosaceae,,
Freeman Maple,Sapindaceae,3,New
Smooth-barked apple,Myrtaceae,,
Aleppo Pine,Pinaceae,,
Smooth-barked apple,Myrtaceae,12,Juvenile
Pin Oak,Fagaceae,15,Semi-Mature
Moonah,Myrtaceae,,
Ironbark,Myrtaceae,,
Yellow Gum,Myrtaceae,,
Crepe Myrtle,Lythraceae,,
Black She Oak,Casuarinaceae,,
Mediterranean cypress,Cupressaceae,,
Peppercorn Tree,Anacardiaceae,54,Mature
Yellow Gum,Myrtaceae,,
Sweet Bursaria,Pittosporaceae,,
Deodar,Pinaceae,87,Mature
River red gum,Myrtaceae,,
London Plane,Platanaceae,21,Semi-Mature
Smooth-barked apple,Myrtaceae,,
Black Wattle,Fabaceae,,
River red gum,Myrtaceae,42,Semi-Mature
Chinaberry Tree,Meliaceae,19,Semi-Mature
Purple Branched Elm,Ulmaceae,67,Mature
Claret Ash,Oleaceae,,
Black She Oak,Casuarinaceae,,
Brush Box,Myrtaceae,,
Spotted Gum,Myrtaceae,,
Grey Sheoak,Casuarinaceae,,
Large-fruited Yellow or Blue Gum,Myrtaceae,6,Juvenile
UNKNOWN,UNKNOWN,,
Sandpaper Fig,Moraceae,,
Spotted Gum,Myrtaceae,96,Mature
UNKNOWN,UNKNOWN,,
Willow Bottlebrush,Myrtaceae,,
Manchurian Pear,Rosaceae,,
London Plane,Platanaceae,28,Semi-Mature
Peppercorn Tree,Anacardiaceae,,
Weeping Pear,Rosaceae,,
Photinia,Rosaceae,0,Over-mature
English Oak,Fagaceae,5,Juvenile
Sugar gum,Myrtaceae,,
Spotted Gum,Myrtaceae,32,Semi-Mature
Freeman Maple,Sapindaceae,,
Algerian Oak,Fagaceae,,
Black Wattle,Fabaceae,,
Golden Rain Tree,Sapindaceae,,
Callery Pear,Rosaceae,,
Lemon Scented Gum,Myrtaceae,,
Deodar,Pinaceae,61,Mature
Hedge Maple,Sapindaceae,,
Lemon Scented Gum,Myrtaceae,17,Semi-Mature
London Plane,Platanaceae,54,Mature
Norfolk Island Pine,Araucariaceae,,
Brush Box,Myrtaceae,36,Mature
Snow-in-Summer,Myrtaceae,79,Mature
Swamp Paperbark,Myrtaceae,,
Red Stringybark,Myrtaceae,,
Chinaberry Tree,Meliaceae,6,New
River red gum,Myrtaceae,,
Queensland Bottle Tree,Malvaceae,,
Black Wattle,Fabaceae,,
Chinaberry Tree,Meliaceae,6,Juvenile
River red gum,Myrtaceae,,
Silver Wattle,Fabaceae,,
River red gum,Myrtaceae,,
Spotted Gum,Myrtaceae,16,Semi-Mature
Peppercorn Tree,Anacardiaceae,68,Mature
London Plane,Platanaceae,27,Semi-Mature
Manna Gum,Myrtaceae,,
Dutch Elm,Ulmaceae,39,Semi-Mature
Black Wattle,Fabaceae,,
Ironbark,Myrtaceae,,
River red gum,Myrtaceae,,
Red Box,Myrtaceae,,
Brown mallet,Myrtaceae,,
Lemon Bottlebrush,Myrtaceae,,
London Plane,Platanaceae,64,Mature
Yellow Box,Myrtaceae,,
Kanooka,Myrtaceae,8,Juvenile
River Sheoak,Casuarinaceae,3,New
London Plane,Platanaceae,59,Mature
Petticoat or Desert Fan Palm,Arecaceae,63,Mature
River Sheoak,Casuarinaceae,,
London Plane,Platanaceae,29,Semi-Mature
Norfolk Island Pine,Araucariaceae,,
Swamp White Oak,Fagaceae,6,Juvenile
River red gum,Myrtaceae,,
Cyprus Plane,Platanaceae,,
Olive,Oleaceae,,
Golden Wattle,Fabaceae,,
Yellow Box,Myrtaceae,,
Melbourne Yellow-Gum,Myrtaceae,,
London Plane,Platanaceae,30,Semi-Mature
Cyprus Plane,Platanaceae,64,Mature
Rottnest Island Pine,Cupressaceae,,
Manchurian Pear,Rosaceae,,
River red gum,Myrtaceae,,
Tuckeroo,Sapindaceae,,
Peppercorn Tree,Anacardiaceae,46,Semi-Mature
River red gum,Myrtaceae,,
Rottnest Island Pine,Cupressaceae,,
Silky Oak,Proteaceae,69,Mature
Algerian Oak,Fagaceae,14,Semi-Mature
Yellow Gum,Myrtaceae,,
Red maple,Sapindaceae,,
Japanese Chestnut Oak,Fagaceae,,
Yellow Box,Myrtaceae,,
Gum,Myrtaceae,13,Juvenile
Lightwood Wattle,Fabaceae,,
Lightwood Wattle,Fabaceae,,
Common Juniper,Cupressaceae,,
Chinese Tallow,Euphorbiaceae,2,Juvenile
Melbourne Yellow-Gum,Myrtaceae,,
Red maple,Sapindaceae,,
Manna Gum,Myrtaceae,,
Willow Gum,Myrtaceae,9,Juvenile
London Plane,Platanaceae,49,Mature
Red Box,Myrtaceae,,
Hedge Maple,Sapindaceae,,
Red Box,Myrtaceae,8,Semi-Mature
Callery Pear,Rosaceae,12,Semi-Mature
Drooping sheoak,Casuarinaceae,,
Willow myrtle,Myrtaceae,83,Mature
Spotted Gum,Myrtaceae,,
River red gum,Myrtaceae,,
English Elm,Ulmaceae,97,Mature
Flame Tree,Malvaceae,,
London Plane,Platanaceae,45,Mature
English Elm,Ulmaceae,74,Mature
London Plane,Platanaceae,3,New
Manna Gum,Myrtaceae,,
Silver Wattle,Fabaceae,,
Lemon Scented Gum,Myrtaceae,,
Dutch Elm,Ulmaceae,,
River red gum,Myrtaceae,,
Elm,Ulmaceae,41,Mature
White Poplar,Salicaceae,,
River red gum,Myrtaceae,5,New
Golden Wattle,Fabaceae,,
Golden Wattle,Fabaceae,,
Drooping sheoak,Casuarinaceae,,
Drooping sheoak,Casuarinaceae,,
London Plane,Platanaceae,23,Semi-Mature
London Plane,Platanaceae,,
Mutton-Wood,Primulaceae,,
Spotted Gum,Myrtaceae,20,Semi-Mature
Mutton-Wood,Primulaceae,,
European nettle tree,Cannabaceae,20,Semi-Mature
Red Box,Myrtaceae,,
Lightwood Wattle,Fabaceae,,
Brush Box,Myrtaceae,36,Mature
Silky Oak,Proteaceae,,
London Plane,Platanaceae,15,Juvenile
Pin Oak,Fagaceae,,
Golden Wattle,Fabaceae,,
Smooth-barked apple,Myrtaceae,,
Ornamental Pear,Rosaceae,,
Stone Pine,Pinaceae,,
Lemon Scented Gum,Myrtaceae,,
White Ash,Oleaceae,,
Prickly Paperbark,Myrtaceae,,
English Elm,Ulmaceae,100,Over-mature
London Plane,Platanaceae,33,Semi-Mature
Smooth-barked apple,Myrtaceae,,
Brittle Gum,Myrtaceae,,
Chinese Elm,Ulmaceae,,
Smooth-barked apple,Myrtaceae,23,Semi-Mature
River red gum,Myrtaceae,,
English Elm,Ulmaceae,139,Over-mature
Black Wattle,Fabaceae,,
River red gum,Myrtaceae,,
Boobialla,Scrophulariaceae,,
Golden Wreath Wattle,Fabaceae,,
Sugar gum,Myrtaceae,31,Semi-Mature
Outeniqua yellowwood,Podocarpaceae,,
Lemon Scented Gum,Myrtaceae,,
Moreton Bay Fig,Moraceae,14,Juvenile
River red gum,Myrtaceae,,
Lightwood Wattle,Fabaceae,,
Spotted Gum,Myrtaceae,15,Semi-Mature
Desert Ash,Oleaceae,95,Mature
London Plane,Platanaceae,28,Semi-Mature
Cottonwood,Salicaceae,,
Lemon Bottlebrush,Myrtaceae,,
River red gum,Myrtaceae,,
Chinaberry Tree,Meliaceae,,
Canary Island Pine,Pinaceae,,
Canary Island Date Palm,Arecaceae,68,Mature
Norfolk Island Pine,Araucariaceae,,
Spotted Gum,Myrtaceae,23,Semi-Mature
Brush Box,Myrtaceae,50,Mature
Drooping sheoak,Casuarinaceae,11,Semi-Mature
English Elm,Ulmaceae,,
Yellow Gum,Myrtaceae,,
River red gum,Myrtaceae,,
Black Wattle,Fabaceae,,
River red gum,Myrtaceae,,
Queensland kauri pine,Araucariaceae,,
River red gum,Myrtaceae,,
River red gum,Myrtaceae,,
Algerian Oak,Fagaceae,75,Mature
Drooping sheoak,Casuarinaceae,,
Freeman Maple,Sapindaceae,3,New
London Plane,Platanaceae,17,Juvenile
Yellow Box,Myrtaceae,,
Silver Banksia,Proteaceae,,
Hoop Pine,Araucariaceae,,
Yellow Box,Myrtaceae,,
English Elm,Ulmaceae,,
Elm,Ulmaceae,80,Mature
Moreton Bay Fig,Moraceae,,
Freeman Maple,Sapindaceae,,
English Elm,Ulmaceae,81,Mature
Yellow Box,Myrtaceae,,
Elm,Ulmaceae,138,Mature
London Plane,Platanaceae,43,Mature
Lemon Scented Gum,Myrtaceae,,
London Plane,Platanaceae,5,Juvenile
Brush Box,Myrtaceae,46,Mature
Brush Box,Myrtaceae,24,Semi-Mature
Boobialla,Scrophulariaceae,,
Spotted Gum,Myrtaceae,8,New
Wirilda,Fabaceae,,
Willow Oak,Fagaceae,,
Yellow Box,Myrtaceae,,
Yellow Gum,Myrtaceae,,
River red gum,Myrtaceae,,
Ivy curl,Proteaceae,,
Deodar,Pinaceae,6,Juvenile
Spotted Gum,Myrtaceae,31,Semi-Mature
Red Flowering Yellow Gum,Myrtaceae,32,Semi-Mature
English Oak,Fagaceae,53,Mature
Oyster Bay pine,Cupressaceae,,
River red gum,Myrtaceae,,
River red gum,Myrtaceae,,
Japanese Chestnut Oak,Fagaceae,,
Kurrajong,Malvaceae,,
River Birch,Betulaceae,,
Smooth-barked apple,Myrtaceae,11,New
Spotted Gum,Myrtaceae,,
Spotted Gum,Myrtaceae,87,Mature
Desert Ash,Oleaceae,34,Semi-Mature
Canary Island Date Palm,Arecaceae,85,Mature
Sweet Pittosporum,Pittosporaceae,52,Mature
Red Gum,Myrtaceae,,
Ironbark,Myrtaceae,,
Sweet Bursaria,Pittosporaceae,,
London Plane,Platanaceae,,
River Sheoak,Casuarinaceae,5,New
Sydney Blue Gum,Myrtaceae,,
Huntingdon Elm,Ulmaceae,69,Mature
Callery Pear,Rosaceae,16,Semi-Mature
Sugar gum,Myrtaceae,,
Black Wattle,Fabaceae,,
Swamp Paperbark,Myrtaceae,,
English Elm,Ulmaceae,105,Mature
Japanese Pagoda Tree,Leguminosae,,
English Elm,Ulmaceae,,
Brush Box,Myrtaceae,,
Sandpaper Fig,Moraceae,,
Yellow Box,Myrtaceae,,
Yellow Box,Myrtaceae,,
Smooth-barked apple,Myrtaceae,13,Juvenile
Peppercorn Tree,Anacardiaceae,,
Weeping Myrtle,Myrtaceae,,
Ironbark,Myrtaceae,,
London Plane,Platanaceae,39,Mature
Flame Tree,Malvaceae,6,New
Silver Wattle,Fabaceae,20,Semi-Mature
Black Wattle,Fabaceae,,
Rough-barked apple,Myrtaceae,42,Semi-Mature
Judas Tree,Fabaceae,,
Silky Oak,Proteaceae,,
River red gum,Myrtaceae,,
River red gum,Myrtaceae,7,Juvenile
Manna Gum,Myrtaceae,36,Semi-Mature
Drooping sheoak,Casuarinaceae,,
Liquidamber or Sweet Gum,Altingiaceae,,
Spotted Gum,Myrtaceae,,
Lightwood Wattle,Fabaceae,,
Yellow Box,Myrtaceae,,
Swamp White Oak,Fagaceae,5,Juvenile
Pin Cushion Hakea,Proteaceae,,
Drooping sheoak,Casuarinaceae,,
Brush Box,Myrtaceae,15,Semi-Mature
English Elm,Ulmaceae,101,Mature
Drooping sheoak,Casuarinaceae,17,Semi-Mature
English Elm,Ulmaceae,84,Mature
Japanese Zelkova,Ulmaceae,,
Lightwood Wattle,Fabaceae,,
Spotted Gum,Myrtaceae,,
Spotted Gum,Myrtaceae,,
Golden Elm,Ulmaceae,34,Semi-Mature
Yellow Gum,Myrtaceae,2,Juvenile
Weeping Myrtle,Myrtaceae,,
Spotted Gum,Myrtaceae,,
Yellow Gum,Myrtaceae,,
Black Wattle,Fabaceae,,
Chinese Elm,Ulmaceae,35,Mature
UNKNOWN,UNKNOWN,7,Juvenile
Chinese Elm,Ulmaceae,,
Drooping sheoak,Casuarinaceae,,
Elm,Ulmaceae,66,Mature
River Sheoak,Casuarinaceae,,
Brittle Gum,Myrtaceae,6,New
Black She Oak,Casuarinaceae,,
Spotted Gum,Myrtaceae,,
Canary Island Date Palm,Arecaceae,73,Mature
London Plane,Platanaceae,10,Juvenile
Drooping sheoak,Casuarinaceae,,
Emu tree,Proteaceae,,
Lemon Scented Gum,Myrtaceae,45,Mature
River red gum,Myrtaceae,,
Brush Box,Myrtaceae,11,Semi-Mature
River red gum,Myrtaceae,,
English Elm,Ulmaceae,,
Varnish Wattle,Fabaceae,,
unknown,Malvaceae,,
Black Wattle,Fabaceae,,
Trident maple,Sapindaceae,,
Japanese Zelkova,Ulmaceae,,
English Elm,Ulmaceae,,
Lombardy Poplar,Salicaceae,84,Mature
Manna Gum,Myrtaceae,,
River Sheoak,Casuarinaceae,16,Semi-Mature
Melbourne Yellow-Gum,Myrtaceae,,
Gum,Myrtaceae,10,Juvenile
Moreton Bay Fig,Moraceae,,
Pin Oak,Fagaceae,,
Flinders Range Wattle,Fabaceae,0,New
Southern Magnolia,Magnoliaceae,12,Semi-Mature
Blueberry ash,Elaeocarpaceae,,
Maidenhair Tree,Ginkgoaceae,,
Brush Box,Myrtaceae,54,Mature
English Elm,Ulmaceae,14,Juvenile
Wandoo,Myrtaceae,,
Norfolk Island Pine,Araucariaceae,,
Spotted Gum,Myrtaceae,23,Semi-Mature
River Sheoak,Casuarinaceae,,
Golden Wattle,Fabaceae,,
Photinia,Rosaceae,20,Semi-Mature
London Plane,Platanaceae,18,Semi-Mature
Smooth-barked apple,Myrtaceae,,
Mexican or Washington Palm,Arecaceae,,
Rose sheoak,Casuarinaceae,,
Drooping sheoak,Casuarinaceae,,
Yellow Box,Myrtaceae,,
Brush Box,Myrtaceae,,
Monterey Cypress,Cupressaceae,98,Mature
Yellow Box,Myrtaceae,,
Callery Pear,Rosaceae,16,Semi-Mature
Ironbark,Myrtaceae,,
Drooping sheoak,Casuarinaceae,,
River red gum,Myrtaceae,,
Lemon Scented Gum,Myrtaceae,,
Firewheel Tree,Proteaceae,,
Sugar gum,Myrtaceae,,
London Plane,Platanaceae,98,Mature
Prickly Paperbark,Myrtaceae,48,Mature
Spotted Gum,Myrtaceae,,
Queensland kauri pine,Araucariaceae,,
Elm,Ulmaceae,,
Yellow Box,Myrtaceae,,
London Plane,Platanaceae,48,Mature
Turkey Oak,Fagaceae,,
Spotted Gum,Myrtaceae,18,Semi-Mature
London Plane,Platanaceae,41,Mature
Smooth-barked apple,Myrtaceae,16,Juvenile
Ivy curl,Proteaceae,,
Wilga,Rutaceae,,
Hill¿s Weeping Fig,Moraceae,,
Sugar gum,Myrtaceae,113,Mature
Manchurian Pear,Rosaceae,,
Freeman Maple,Sapindaceae,4,New
Golden Rain Tree,Sapindaceae,,
Black Wattle,Fabaceae,,
Manna Gum,Myrtaceae,,
English Elm,Ulmaceae,6,Juvenile
Lemon Scented Gum,Myrtaceae,32,Semi-Mature
Cimmaron Ash,Oleaceae,,
Eastern redbud,Leguminosae,,
Silky Oak,Proteaceae,63,Mature
Tuckeroo,Sapindaceae,,
Yellow Gum,Myrtaceae,12,Juvenile
Hoop Pine,Araucariaceae,27,Semi-Mature
Drooping sheoak,Casuarinaceae,,
Spotted Gum,Myrtaceae,,
Golden Elm,Ulmaceae,24,Semi-Mature
English Ash,Oleaceae,,
English Oak,Fagaceae,,
Weeping Myrtle,Myrtaceae,82,Mature
River red gum,Myrtaceae,,
Lightwood Wattle,Fabaceae,,
Sugar gum,Myrtaceae,,
Peppercorn Tree,Anacardiaceae,30,Semi-Mature
River red gum,Myrtaceae,,
Yellow Gum,Myrtaceae,,
Elm,Ulmaceae,12,Semi-Mature
Urbanite Ash,Oleaceae,,
Elm,Ulmaceae,157,Mature
Golden Elm,Ulmaceae,66,Mature
`Rosea¿ Red Ironbark,Myrtaceae,,
Smooth-barked apple,Myrtaceae,,
Spotted Gum,Myrtaceae,,
Sugar gum,Myrtaceae,,
River red gum,Myrtaceae,,
Black She Oak,Casuarinaceae,51,Mature
Lightwood Wattle,Fabaceae,,
Lightwood Wattle,Fabaceae,,
Elm,Ulmaceae,117,Mature
Maidenhair Tree,Ginkgoaceae,,
Varnish Wattle,Fabaceae,,
River red gum,Myrtaceae,56,Mature
White Cypress-pine,Cupressaceae,,
Hill¿s Weeping Fig,Moraceae,,
River Sheoak,Casuarinaceae,,
English Elm,Ulmaceae,52,Mature
Ironbark,Myrtaceae,26,Semi-Mature
Brittle Gum,Myrtaceae,,
Hoop Pine,Araucariaceae,,
Smooth-barked apple,Myrtaceae,18,Semi-Mature
London Plane,Platanaceae,46,Mature
Ironbark,Myrtaceae,,
London Plane,Platanaceae,16,Semi-Mature
Flame Tree,Malvaceae,,
River red gum,Myrtaceae,,
European nettle tree,Cannabaceae,,
Varnish Wattle,Fabaceae,,
Weeping Myrtle,Myrtaceae,,
Smooth-barked apple,Myrtaceae,,
Cabbage Tree,Asparagaceae,0,Juvenile
Black Wattle,Fabaceae,,
River red gum,Myrtaceae,,
Yellow Box,Myrtaceae,,
Yellow Gum,Myrtaceae,,
Sydney Blue Gum,Myrtaceae,,
Brush Box,Myrtaceae,27,Semi-Mature
Small-leaved Linden,Malvaceae,,
Black Wattle,Fabaceae,,
Elm,Ulmaceae,61,Mature
Golden Elm,Ulmaceae,61,Mature
Silver Banksia,Proteaceae,,
London Plane,Platanaceae,22,Semi-Mature
Eumundi Quandong,Elaeocarpaceae,,
Lemon Scented Gum,Myrtaceae,116,Mature
River red gum,Myrtaceae,,
Wirilda,Fabaceae,,
Drooping sheoak,Casuarinaceae,,
Sugar gum,Myrtaceae,,
Trident maple,Sapindaceae,,
Sheoak,Casuarinaceae,,
Red Box,Myrtaceae,13,Semi-Mature
Chinaberry Tree,Meliaceae,26,Semi-Mature
Black Wattle,Fabaceae,,
Pau Ferro,Fabaceae,,
Judas Tree,Fabaceae,37,Mature
Deodar,Pinaceae,2,New
Black Wattle,Fabaceae,,
Lemon Scented Gum,Myrtaceae,,
Smooth-barked apple,Myrtaceae,,
Weeping Bottlebrush,Myrtaceae,23,Semi-Mature
River Sheoak,Casuarinaceae,24,Semi-Mature
Huntingdon Elm,Ulmaceae,52,Mature
Silver Banksia,Proteaceae,,
London Plane,Platanaceae,32,Semi-Mature
River red gum,Myrtaceae,,
Lightwood Wattle,Fabaceae,,
Red Box,Myrtaceae,,
River red gum,Myrtaceae,,
Coolgardie Gum,Myrtaceae,,
Variegated Elm,Ulmaceae,57,Mature
Drooping sheoak,Casuarinaceae,,
English Elm,Ulmaceae,6,Juvenile
Flooded gum,Myrtaceae,,
River red gum,Myrtaceae,,
Lilly Pilly,Myrtaceae,35,Mature
Jacaranda,Bignoniaceae,,
Pin Oak,Fagaceae,,
Pin Oak,Fagaceae,24,Semi-Mature
London Plane,Platanaceae,20,Semi-Mature
Japanese Zelkova,Ulmaceae,,
Kanooka,Myrtaceae,17,Semi-Mature
Yellow Box,Myrtaceae,9,Juvenile
Drooping sheoak,Casuarinaceae,,
Aleppo Pine,Pinaceae,,
Lemon Scented Gum,Myrtaceae,,
River red gum,Myrtaceae,38,Semi-Mature
Horse Chestnut,Sapindaceae,24,Semi-Mature
Drooping sheoak,Casuarinaceae,,
Manna Gum,Myrtaceae,,
River red gum,Myrtaceae,,
Elm,Ulmaceae,71,Mature
Black Wattle,Fabaceae,5,Semi-Mature
Stiff bottlebrush,Myrtaceae,,
Black Wattle,Fabaceae,,
Deodar,Pinaceae,,
Yellow Box,Myrtaceae,,
Sugar gum,Myrtaceae,,
London Plane,Platanaceae,40,Mature
Yellow Gum,Myrtaceae,,
Variegated English Holly,Aquifoliaceae,,
Gum,Myrtaceae,,
Golden Wattle,Fabaceae,,
Black She Oak,Casuarinaceae,31,Semi-Mature
Cyprus Plane,Platanaceae,49,Mature
New South Wales Christmas bush,Cunoniaceae,,
Japanese Zelkova,Ulmaceae,,
Lombardy Poplar,Salicaceae,55,Mature
Lemon Scented Gum,Myrtaceae,,
Rose sheoak,Casuarinaceae,28,Semi-Mature
Yellow Box,Myrtaceae,1,New
River Sheoak,Casuarinaceae,,
Hoop Pine,Araucariaceae,17,Semi-Mature
Norwegian Sunset Maple,Sapindaceae,,
London Plane,Platanaceae,23,Semi-Mature
Spotted Gum,Myrtaceae,,
Golden Spray,Fabaceae,,
Elm,Ulmaceae,122,Mature
Drooping sheoak,Casuarinaceae,,
Smooth-barked apple,Myrtaceae,3,New
Snow-in-Summer,Myrtaceae,72,Mature
River red gum,Myrtaceae,,
Wattle,Fabaceae,,
Ivy curl,Proteaceae,,
UNKNOWN,UNKNOWN,6,Semi-Mature
Chinese Elm,Ulmaceae,,
Blueberry ash,Elaeocarpaceae,,
Drooping sheoak,Casuarinaceae,,
unknown,Malvaceae,,
River red gum,Myrtaceae,22,Semi-Mature
Maidenhair Tree,Ginkgoaceae,,
Drooping sheoak,Casuarinaceae,,
Peppercorn Tree,Anacardiaceae,70,Mature
Yellow Box,Myrtaceae,,
Yellow Gum,Myrtaceae,22,Semi-Mature
Manchurian Pear,Rosaceae,,
Yellow Gum,Myrtaceae,,
Moreton Bay Fig,Moraceae,,
Photinia,Rosaceae,,
Silver Banksia,Proteaceae,,
UNKNOWN,UNKNOWN,,
Lemon Scented Gum,Myrtaceae,,
Callery Pear,Rosaceae,17,Semi-Mature
Pin Cushion Hakea,Proteaceae,,
Black Wattle,Fabaceae,,
Green Vase,Ulmaceae,,
London Plane,Platanaceae,33,Semi-Mature
Silver linden,Malvaceae,,
Dutch Elm,Ulmaceae,62,Mature
London Plane,Platanaceae,78,Mature
Elm,Ulmaceae,64,Mature
Spotted Gum,Myrtaceae,,
Red Box,Myrtaceae,,
Golden Wattle,Fabaceae,,
English Oak,Fagaceae,,
Lightwood Wattle,Fabaceae,,
Australian teak,Rutaceae,,
Blueberry ash,Elaeocarpaceae,,
Unknown,Myrtaceae,,
London Plane,Platanaceae,57,Mature
Australian teak,Rutaceae,25,Semi-Mature
Spotted Gum,Myrtaceae,18,Juvenile
Lightwood Wattle,Fabaceae,,
Pau Ferro,Fabaceae,,
Ironbark,Myrtaceae,,
Maidenhair Tree,Ginkgoaceae,2,Juvenile
American pepper,Anacardiaceae,,
Swamp Gum,Myrtaceae,,
Simon Poplar,Salicaceae,26,Semi-Mature
Mexican or Washington Palm,Arecaceae,33,Mature
Weeping Myrtle,Myrtaceae,25,Semi-Mature
River red gum,Myrtaceae,,
London Plane,Platanaceae,,
Norfolk Island Pine,Araucariaceae,,
River red gum,Myrtaceae,,
Canary Islands dragon tree,Asparagaceae,12,Juvenile
Yellow Gum,Myrtaceae,10,Semi-Mature
Drooping sheoak,Casuarinaceae,,
Crepe Myrtle,Lythraceae,,
European nettle tree,Cannabaceae,,
Lightwood Wattle,Fabaceae,,
Spotted Gum,Myrtaceae,10,Juvenile
Swamp Sheoak,Casuarinaceae,,
Willow Bottlebrush,Myrtaceae,40,Mature
Spotted Gum,Myrtaceae,,
`Rosea¿ Red Ironbark,Myrtaceae,,
Chinaberry Tree,Meliaceae,,
Lightwood Wattle,Fabaceae,,
Toromeo,Moraceae,,
Yellow Box,Myrtaceae,,
Small-leaved Linden,Malvaceae,,
River red gum,Myrtaceae,,
River red gum,Myrtaceae,,
Spotted Gum,Myrtaceae,,
Yellow Box,Myrtaceae,,
Black Wattle,Fabaceae,6,Juvenile
River red gum,Myrtaceae,,
Freeman Maple,Sapindaceae,4,New
London Plane,Platanaceae,,
Yellow Box,Myrtaceae,,
Black Wattle,Fabaceae,,
Sweet Bursaria,Pittosporaceae,,
River red gum,Myrtaceae,,
Lightwood Wattle,Fabaceae,,
Spotted Gum,Myrtaceae,,
Aleppo Pine,Pinaceae,,
Camphor Laurel,Lauraceae,,
Black Wattle,Fabaceae,,
River red gum,Myrtaceae,22,Semi-Mature
Brush Cherry,Myrtaceae,,
Yellow Box,Myrtaceae,,
Silver Banksia,Proteaceae,,
London Plane,Platanaceae,4,New
Cyprus Plane,Platanaceae,53,Mature
Weeping Myrtle,Myrtaceae,,
River red gum,Myrtaceae,64,Mature
Algerian Oak,Fagaceae,,
River red gum,Myrtaceae,,
UNKNOWN,UNKNOWN,,
Wirilda,Fabaceae,,
Wilga,Rutaceae,,
English Elm,Ulmaceae,78,Mature
Lemon Bottlebrush,Myrtaceae,,
River red gum,Myrtaceae,,
Elm,Ulmaceae,70,Mature
Desert Ash,Oleaceae,,
Lightwood Wattle,Fabaceae,,
Swamp Gum,Myrtaceae,,
Hill¿s Weeping Fig,Moraceae,,
Freeman Maple,Sapindaceae,1,New
River red gum,Myrtaceae,,
Drooping sheoak,Casuarinaceae,,
Queensland kauri pine,Araucariaceae,5,New
Grey Sheoak,Casuarinaceae,,
Drooping sheoak,Casuarinaceae,,
Showy Honey Myrtle,Myrtaceae,,
Brittle Gum,Myrtaceae,,
Black Wattle,Fabaceae,,
Freeman Maple,Sapindaceae,,
Queensland kauri pine,Araucariaceae,,
Yellow Gum,Myrtaceae,,
